NAME,ADDRESS,ADDRESS2,LAT,LNG,Tigerline ID,Tigerline ID side
First American Credit Union,"1001 N. Pinal Avenue, Casa Grande, Arizona, 85122--390","1001 N PINAL AVE, CASA GRANDE, AZ, 85122",-111.75731,32.88274,129175650,L
"Great Falls Development Authority, Inc.","300 Central Ave., Suite 406, Great Falls, Montana, 59401--312","300 CENTRAL AVE, GREAT FALLS, MT, 59401",-111.30241,47.505276,202225844,R
Montana Homeownership Network,"509 1st  Av S, Great Falls, Montana, 59401--250","509 1ST AVE S, GREAT FALLS, MT, 59401",-111.298836,47.504223,202225868,L
"RDI Financial, Inc.","2022 Central Ave, Great Falls, Montana, 59401--390","2022 CENTRAL AVE, GREAT FALLS, MT, 59401",-111.27248,47.505142,202226569,R
"PPEP Microbusiness and Housing Development Corporation, Inc.","802 E 46th Street, Tucson, Arizona, 85713-5079","802 E 46TH ST, TUCSON, AZ, 85713",-110.958664,32.181366,121172961,R
Nogales Community Development Corporation,"250 N Grand Avenue, Nogales, Arizona, 85621--320","250 N GRAND AVE, NOGALES, AZ, 85621",-110.94041,31.336805,120875557,R
Nonprofit Loan Fund of Tucson and Southern Arizona,"2250 E Broadway Blvd, Tucson, Arizona, 85719","2250 E BROADWAY BLVD, TUCSON, AZ, 85719",-110.93848,32.221466,121174593,R
"Native Partnership for Housing, Inc.","1664 South Second Street, Gallup, New Mexico, 87301--581","1664 S 2ND ST, GALLUP, NM, 87301",-108.73858,35.512848,178849175,L
Native American Development Corporation,"2929 3rd Ave N, Billings, Montana, 59101-1944","2929 3RD AVE N, BILLINGS, MT, 59101",-108.509094,45.783035,181477494,R
"HomesFund (La Plata Homes Fund, Inc.)","124 E 9th, Durango, Colorado, 81301--543","124 E 9TH ST, DURANGO, CO, 81301",-107.88021,37.273285,634803659,L
ACCION New Mexico,"2000 Zearing Ave. NW, Albuquerque, New Mexico, 87104--204","2000 ZEARING AVE NW, ALBUQUERQUE, NM, 87104",-106.66754,35.102512,206705718,L
Ventana Fund,"715 8th St NW   c/o Todd Clarke, Albuquerque, New Mexico, 87102--202","715 8TH ST NW, ALBUQUERQUE, NM, 87102",-106.65527,35.090736,206706435,L
First Financial Credit Union,"601 Tijeras Ave NW, Albuquerque, New Mexico, 87102--349","601 TIJERAS AVE NW, ALBUQUERQUE, NM, 87102",-106.65359,35.087254,206706508,R
New Mexico Community Development Loan Fund,"423 Iron Avenue SW, Albuquerque, New Mexico, 87102--382","423 IRON AVE SW, ALBUQUERQUE, NM, 87102",-106.652855,35.0797,206706697,R
Rio Grande Credit Union,"301 Rio Bravo Boulevard SE, Albuquerque, New Mexico, 87105--740","301 RIO BRAVO BLVD SE, ALBUQUERQUE, NM, 87102",-106.65231,35.026703,639503281,R
New Mexico Community Capital,"219 Central Ave. NW  Suite 200, Albuquerque, New Mexico, 87102--334","219 CENTRAL AVE, ALBUQUERQUE, NM, 87102",-106.64951,35.084293,206706713,R
Women's Economic Self-Sufficiency Team,"609 Broadway, NE, Albuquerque, New Mexico, 87102--233","609 BROADWAY BLVD NE, ALBUQUERQUE, NM, 87102",-106.64331,35.090477,206708716,L
Mountain Star Federal Credit Union,"2229 E Yandell, El Paso, Texas, 79903","2229 E YANDELL DR, EL PASO, TX, 79903",-106.46932,31.777134,189342734,L
FIRST LIGHT FEDERAL CREDIT UNION,"9993 KENWORTHY, EL PASO, Texas, 79924--440","9993 KENWORTHY ST, EL PASO, TX, 79924",-106.433174,31.898094,189413989,L
GECU,"1225 airway, el paso, Texas, 79925--362","1225 AIRWAY BLVD, EL PASO, TX, 79925",-106.39488,31.78251,189346294,L
ONE SOURCE FEDERAL CREDIT UNION,"8870 GAZELLE, EL PASO, Texas, 79925--581","8870 GAZELLE DR, EL PASO, TX, 79925",-106.3702,31.775728,189374804,L
El Paso Collaborative for Community and Economic Development,"10935 Ben Crenshaw, El Paso, Texas, 79935--520","10935 BEN CRENSHAW DR, EL PASO, TX, 79935",-106.321106,31.766256,189348801,L
Guadalupe Credit Union,"3601 Mimbres Lane, Santa Fe, New Mexico, 87507--289","3601 MIMBRES LN, SANTA FE, NM, 87507",-106.008316,35.638485,169402564,R
"Homewise, Inc.","1301 Siler Rd, Bldg D, Santa Fe, New Mexico, 87507--311","1301 SILER RD, SANTA FE, NM, 87507",-105.9924,35.657936,638143478,L
Santa Fe Community Housing Trust,"1111 Agua Fria Street, Santa Fe, New Mexico, 87501--246","1111 AGUA FRIA ST, SANTA FE, NM, 87501",-105.960815,35.682384,169377895,R
Northern New Mexico School Employees Federal Credit Union,"614 Alta Vista St, Santa Fe, New Mexico, 87505--414","614 ALTA VISTA ST, SANTA FE, NM, 87505",-105.951744,35.670227,169378701,L
"First SouthWest Bancorporation, Inc.","720 Main Street  P.O. Box 1139, Alamosa, Colorado, 81101--254","720 MAIN ST, ALAMOSA, CO, 81101",-105.86756,37.468166,104175963,L
First Southwest Bank,"720 Main Street  P.O. Box 1139, Alamosa, Colorado, 81101--254","720 MAIN ST, ALAMOSA, CO, 81101",-105.86756,37.468166,104175963,L
Great Northern Development Corporation,"233 Cascade Street, Wolf Point, Montana, 59201--144","233 CASCADE ST, WOLF POINT, MT, 59201",-105.639366,48.09411,167556546,R
First Nations Oweesta Corporation,"2432 Main St, Longmont, Colorado, 80501--110","2432 MAIN ST, LONGMONT, CO, 80501",-105.10246,40.20025,188155640,R
Triple Bottom Line Foundation,"777 S Wadsworth Blvd, 4-205, Lakewood, Colorado, 80226--437","777 S WADSWORTH BLVD, LAKEWOOD, CO, 80226",-105.0815,39.700764,177385070,R
"Colorado Housing Enterprises, LLC","7305 Lowell Blvd.  Suite 200, Westminster, Colorado, 80030--170","7305 LOWELL BLVD, WESTMINSTER, CO, 80030",-105.03435,39.82927,177298442,L
"Greenline Community Development Fund, LLC","1324 15th Street, Denver, Colorado, 80202-1606","1324 15TH ST, DENVER, CO, 80202",-104.998886,39.74847,177304133,L
Colorado Housing Assistance Corporation,"670 Santa Fe Drive, Denver, Colorado, 80204-4427","670 SANTA FE DR, DENVER, CO, 80204",-104.99859,39.726803,177330560,R
Rocky Mountain MicroFinance Institute,"1441 18th St, Denver, Colorado, 80202--125","1441 18TH ST, DENVER, CO, 80202",-104.99624,39.752037,177304364,R
"Native American Bancorporation, Co.","999 18th Street, Denver, Colorado, 80202-2499","999 18TH ST, DENVER, CO, 80202",-104.992325,39.749016,177304432,R
"Native American Bank, N.A.","999 18th Street  Suite 2460, Denver, Colorado, 80202--241","999 18TH ST, DENVER, CO, 80202",-104.992325,39.749016,177304432,R
Mercy Loan Fund,"1999 Broadway, Suite 1000, Denver, Colorado, 80202-3320","1999 BROADWAY, DENVER, CO, 80202",-104.987404,39.748787,177304555,L
Mile High Community Loan Fund,"1905 Sherman St   Suite 325, Denver, Colorado, 80203--110","1905 SHERMAN ST, DENVER, CO, 80203",-104.98486,39.74632,177305544,L
Colorado Enterprise Fund,"1888 Sherman Street, Suite 530, Denver, Colorado, 80203-1159","1888 SHERMAN ST, DENVER, CO, 80203",-104.98485,39.745968,177305556,R
Community Enterprise Development Services,"1450 S. Havana Street, Aurora, Colorado, 80012--507","1450 S HAVANA ST, AURORA, CO, 80012",-104.86596,39.690136,177343285,L
"Neighborhood Lending Services, LLC","795 Main Street, Deadwood, South Dakota, 57732--100","795 MAIN ST, DEADWOOD, SD, 57732",-103.733795,44.373272,193374334,R
High Plains Federal Credit Union,"101 S Main Street, Clovis, New Mexico, 88101--755","101 MAIN ST, CLOVIS, NM, 88101",-103.31606,34.821495,642851917,R
"Black Hills Community Loan Fund, Inc.","1010 9th Street  Suite 13, Rapid City, South Dakota, 57702--378","1010 9TH ST, RAPID CITY, SD, 57701",-103.234146,44.076546,205508349,L
Chadron Federal Credit Union,"126 E 3rd St, Chadron, NE, 69337","126 E 3RD ST, CHADRON, NE, 69337",-103.00041,42.829365,164265097,R
Dakota Plains Federal Credit Union,"519 Main Ave, Lemmon, South Dakota, 57638--142","519 MAIN AVE, LEMMON, SD, 57638",-102.159355,45.93974,197435489,L
Caprock Federal Crediit Union,"709 North 1st Street, Lamesa, Texas, 79331--540","709 N 1ST ST, LAMESA, TX, 79331",-101.95563,32.732388,182746594,R
"Four Bands Community Fund, Inc.","P.O. Box 932  101 South Main Street, Eagle Butte, South Dakota, 57625--093","101 MAIN ST, EAGLE BUTTE, SD, 57625",-101.23477,44.996876,198348676,L
BORDER FEDERAL CREDIT UNION,"2211 N. BEDELL AVE., DEL RIO, Texas, 78840--800","2211 N BEDELL AVE, DEL RIO, TX, 78840",-100.901695,29.38909,173588391,R
CommunityWorks North Dakota,"200 1st Avenue NW, MANDAN, North Dakota, 58554--310","200 1ST AVE NW, MANDAN, ND, 58554",-100.89154,46.82748,637802232,R
Oyate Community Development Corporation,"9299 Highway 24, Fort Yates, North Dakota, 58538--970","9299 STATE HWY 24, FORT YATES, ND, 58538",-100.66946,46.070107,197237099,R
"Neighborhood Housing Services of Dimmit County, Inc.","301 Pena Street, Carrizo Springs, Texas, 78834-3261","301 PENA ST, CARRIZO SPGS, TX, 78834",-99.85872,28.521444,182996971,R
Kerr County Federal Credit Union,"Kerr County Federal Credit Union  3700 Memorial Blvd, Kerrville, Texas, 78028--579","3700 MEMORIAL BLVD, KERRVILLE, TX, 78028",-99.113434,30.011223,176890146,R
"LiftFund, Inc.","2007 W. Martin St., San Antonio, Texas, 78207-2630","2007 W MARTIN ST, SAN ANTONIO, TX, 78207",-98.51415,29.430939,101517330,R
River City Federal Credit Union,"610 Augusta St, San Antonio, Texas, 78215--190","610 AUGUSTA ST, SAN ANTONIO, TX, 78215",-98.48984,29.433313,639331705,R
Homes Are Possible Inc.,"318 S. Main Street, Aberdeen, SD, 57401","318 S MAIN ST, ABERDEEN, SD, 57401",-98.488045,45.461872,200795634,L
"Neighborhood Housing Services of San Antonio, Inc.","851 Steves Avenue, San Antonio, Texas, 78210--392","851 STEVES AVE, SAN ANTONIO, TX, 78210",-98.48454,29.392115,101730749,L
First Ponca Financial Inc.,"211 West 3rd Street, Grand Island, Nebraska, 68801--591","211 W 3RD ST, GRAND ISLAND, NE, 68801",-98.34126,40.925312,196250724,R
"Affordable Homes of South Texas, Inc.","1420 Erie Ave., McAllen, Texas, 78501-5220","1420 ERIE AVE, MCALLEN, TX, 78501",-98.23549,26.199589,71501784,R
BANK OF SOUTH TEXAS,"1421 E. Nolana, McAllen, Texas, 78504","1421 E NOLANA AVE, MCALLEN, TX, 78504",-98.20119,26.236465,71558646,L
Texas Community Federal Credit Union,"605 E Caesar, Kingsville, Texas, 78363--632","605 E CAESAR AVE, KINGSVILLE, TX, 78363",-97.86156,27.506714,72102054,L
RGV Credit Union,"1221 Morgan Blvd., Harlingen, Texas, 78550","1221 MORGAN BLVD, HARLINGEN, TX, 78550",-97.67554,26.20439,89957209,L
Bank 2,"909 S. Meridian, Oklahoma City, Oklahoma, 73108--160","909 S MERIDIAN AVE, OKLAHOMA CITY, OK, 73108",-97.60111,35.456654,100392030,R
Chickasaw Banc Holding Company,"909 S. Meridian Avenue, Oklahoma City, Oklahoma, 73108--160","909 S MERIDIAN AVE, OKLAHOMA CITY, OK, 73108",-97.60111,35.456654,100392030,R
MetaFund Corporation f.k.a. Oklahoma MetaFund CDC,"2225 N. May Avenue, Oklahoma City, Oklahoma, 73107","2225 N MAY AVE, OKLAHOMA CITY, OK, 73107",-97.56567,35.49132,100396705,L
The Focus Federal Credit Union,"420 N. E. 10th Street, Oklahoma City, Oklahoma, 73104--322","420 NE 10TH ST, OKLAHOMA CITY, OK, 73104",-97.50541,35.478073,100403149,R
Rio Grande Valley Multibank Corporation,"901 East Levee, Brownsville, Texas, 78520-5164","901 E LEVEE ST, BROWNSVILLE, TX, 78520",-97.5009,25.902412,89965716,L
Equishare Credit Union,"9100 W Central, Wichita, Kansas, 67212-3808","9100 W CENTRAL AVE, WICHITA, KS, 67212",-97.447235,37.694046,115629416,R
"Northeast Economic Development, Inc.","111 S. 1st Street, Norfolk, Nebraska, 68701","111 S 1ST ST, NORFOLK, NE, 68701",-97.406975,42.032646,161579791,R
"Neighborhood Housing Services of Waco, Inc.","922 Franklin, Waco, Texas, 76701--190","922 FRANKLIN AVE, WACO, TX, 76701",-97.13477,31.55252,146736112,L
Capital Plus Financial,"2247 Central Dr., Bedford, Texas, 76021","2247 CENTRAL DR, BEDFORD, TX, 76021",-97.13349,32.84288,101871135,L
Grow South Dakota,"104 Ash Street East, Sisseton, South Dakota, 57262--190","104 ASH ST E, SISSETON, SD, 57262",-97.04951,45.662853,196100052,L
Northeast South Dakota Economic Corporation (NESDEC),"104 Ash Street East, Sisseton, South Dakota, 57262--190","104 ASH ST E, SISSETON, SD, 57262",-97.04951,45.662853,196100052,L
Citizen Potawatomi Community Development Corporation,"130 E MacArthur St, Shawnee, OKlahoma, 74801--2115","130 E MACARTHUR ST, SHAWNEE, OK, 74804",-96.92208,35.361706,100578089,R
"Eastern Dakota Housing Alliance, Inc.","4357 13 Avenue S, Suite 212, Fargo, North Dakota, 58103-7506","4357 13TH AVE S, FARGO, ND, 58103",-96.857895,46.861862,151479775,R
Dallas Neighborhood Homes,"2800 North Hampton Road, Dallas, Texas, 75212","2800 N HAMPTON RD, DALLAS, TX, 75208",-96.85653,32.77674,102904632,R
The Real Estate Council Community Fund,"3100 McKinnon Street  Suite 1150, Dallas, Texas, 75201--701","3100 MCKINNON ST, DALLAS, TX, 75201",-96.810326,32.79696,103199308,R
OTR Fund I LLC,"4141 Office Parkway Suite 102, Dallas, Texas, 75204","4141 OFFICE PKWY, DALLAS, TX, 75204",-96.788284,32.804523,103278410,L
South Eastern Development Foundation,"500 N Western Avenue, Sioux Falls, SD, 57104","500 N WESTERN AVE, SIOUX FALLS, SD, 57104",-96.75126,43.552467,34971205,R
"Lower Brule Community Development Enterprise, LLC","315 South Phillips Avenue, Sioux Falls, South Dakota, 57104--631","315 S PHILLIPS AVE, SIOUX FALLS, SD, 57104",-96.72681,43.544445,34972832,R
Dakota Resources,"25795 475th Avenue  Suite 1, Renner, South Dakota, 57055--654","25795 475TH AVE, RENNER, SD, 57055",-96.711464,43.645912,34991103,R
Community Development Resources,"285 S. 68th Street Place  Suite 420, Lincoln, Nebraska, 68510--257","285 S 68TH STREET PL, LINCOLN, NE, 68510",-96.6278,40.811348,28276690,R
"Security State Bank of Wewoka, Oklahoma","210 S Mekusukey Ave, Wewoka, OK, 74884","210 S MEKUSUKEY AVE, WEWOKA, OK, 74884",-96.4934,35.15749,107251678,R
Rural Investment Corporation,"145 Main Street  PO Box 136, Lyons, Nebraska, 68038--013","145 N MAIN ST, LYONS, NE, 68038",-96.47809,41.937534,176730790,L
Nebraska Enterprise Fund,"330 N. Oakland Avenue, Oakland, NE, 68045","330 N OAKLAND AVE, OAKLAND, NE, 68045",-96.46673,41.83605,176732479,L
"Brazos Valley CDC, Inc.","4001 East 29th Street, Bryan, Texas, 77805--412","4001 E 29TH ST, BRYAN, TX, 77802",-96.33324,30.645884,21815679,L
Osage Financial Resources,"P. O. Box 835  1825 E. Main, Pawhuska, Oklahoma, 74056--083","1825 E MAIN ST, PAWHUSKA, OK, 74056",-96.31581,36.66853,627668960,L
"Midwest Housing Development Fund, Inc.","515 N 162nd Avenue, Omaha, Nebraska, 68118--254","515 N 162ND AVE, OMAHA, NE, 68118",-96.16737,41.263443,117018236,R
Tulsa Economic Development Corporation,"125 W 3rd Street, 2nd Fl, Tulsa, Oklahoma, 74103--342","125 W 3RD ST, TULSA, OK, 74103",-95.99266,36.152874,166478561,L
"Omaha 100, Incorporated","2401 Lake Street, Omaha, Nebraska, 68111--383","2401 LAKE ST, OMAHA, NE, 68111",-95.94714,41.28152,116987324,L
Midlands Latino Community Development Corporation,"4923 S 24th Street  Suite 201, Omaha, Nebraska, 68107-2763","4923 S 24TH ST, OMAHA, NE, 68107",-95.94705,41.209312,116989683,L
Midwest Minnesota Community Development Corporation,"119 Graystone Plaza, Suite 100, Detroit Lakes, Minnesota, 56501-3034","119 GREYSTONE PLZ, DETROIT LAKES, MN, 56501",-95.845566,46.81915,627108571,R
Topeka Shawnee County First Opportunity Fund,"120 SE 6th Street, Topeka, Kansas, 66603--351","120 SE 6TH AVE, TOPEKA, KS, 66603",-95.672905,39.051617,17889315,L
"Golden Bank, NA","9315 Bellaire Blvd., Houston, Texas, 77036--450","9315 BELLAIRE BLVD, HOUSTON, TX, 77036",-95.54747,29.704895,96608842,L
Promise Credit Union,"6500 Rookin St  Suite 109-C, Houston, Texas, 77074--502","6500 ROOKIN ST, HOUSTON, TX, 77074",-95.49683,29.71061,96609214,R
Houston Metropolitan Federal Credit Union,"608 E Tidwell Rd, Houston, Texas, 77022--182","608 TIDWELL RD, HOUSTON, TX, 77022",-95.36747,29.846182,96057381,R
"Houston Business development, Inc.","5330 Griggs Road, Houston, Texas, 77021-3775","5330 GRIGGS RD, HOUSTON, TX, 77021",-95.33364,29.696856,96082550,R
Texas Bay Area Credit Union,"12611 Fuqua St, Houston, Texas, 77034--464","12611 FUQUA ST, HOUSTON, TX, 77034",-95.20301,29.620932,96594680,L
"Bank of Cherokee County, Inc.","125 E. 1st Street, Tahlequah, OK, 74464","125 E 1ST ST, TAHLEQUAH, OK, 74464",-94.97413,35.904053,53613077,R
Northwest Minnesota Foundation,"201 3rd Street NW, Bemidji, Minnesota, 56601--311","201 3RD ST NW, BEMIDJI, MN, 56601",-94.88131,47.47053,176405525,R
Citizens Bank of Weir,"109 E Main St, Weir, KS, 66781","109 E MAIN ST, WEIR, KS, 66781",-94.77154,37.31006,65892023,R
Mazuma Credit Union,"7260 West 135th Street, Overland Park, Kansas, 66223","7260 W 135TH ST, OVERLAND PARK, KS, 66223",-94.66969,38.88376,91342816,R
Minnesota Chippewa Tribe Finance Corporation,"15542 State Highway 371 NW  PO Box 217, Cass Lake, Minnesota, 56633--000","15542 STATE HWY 371 NW, CASS LAKE, MN, 56633",-94.61568,47.36696,162738360,R
Holy Rosary Credit Union,"533 Campbell, Kansas City, Missouri, 64106--127","533 CAMPBELL ST, KANSAS CITY, MO, 64106",-94.57295,39.108913,91445390,L
AltCap,"3200 Wayne Avenue, Kansas City, Missouri, 64109--206","3200 WAYNE AVE, KANSAS CITY, MO, 64109",-94.56444,39.06831,91449811,R
"Grow Iowa Foundation, Inc.","200 North Main Street, Lenox, Iowa, 50851","200 N MAIN ST, LENOX, IA, 50851",-94.559,40.88273,38621731,R
"Central Bancshares Of Kansas City, Inc.","2301 Independence Blvd., Kansas City, Missouri, 64124-2314","2301 INDEPENDENCE AVE, KANSAS CITY, MO, 64124",-94.55434,39.106422,91448916,R
Central Bank of Kansas City,"2301 Independence Blvd., Kansas City, Missouri, 64124-2314","2301 INDEPENDENCE AVE, KANSAS CITY, MO, 64124",-94.55434,39.106422,91448916,R
United Consumers Credit Union,"1111 East 23rd Street, Independence, Missouri, 64055--161","1111 E 23RD ST S, INDEPENDENCE, MO, 64055",-94.4013,39.078674,91469465,R
Initiative Foundation,"405 First Street SE, Little Falls, Minnesota, 56345--300","405 1ST ST SE, LITTLE FALLS, MN, 56345",-94.363434,45.973125,167394196,R
"Communities Unlimited, Inc.","3 East Colt Square Drive, Fayetteville, Arkansas, 72703--288","3 COLT SQUARE DR, FAYETTEVILLE, AR, 72703",-94.15618,36.09268,642900019,R
Iowa Community Capital,"915 8th Street, Suite 205, Boone, Iowa, 50036--079","915 8TH ST, BOONE, IA, 50036",-93.87924,42.063824,64934493,R
"Red River Valley BIDCO, Inc.","5210 Hollywood Avenue, Shreveport, Louisiana, 71133","5210 HOLLYWOOD AVE, SHREVEPORT, LA, 71109",-93.84137,32.456387,57476028,R
ANECA Federal Credit Union,"4361 Youree Dr., Shreveport, Louisiana, 71105--333","4361 YOUREE DR, SHREVEPORT, LA, 71105",-93.72207,32.46093,57489037,L
Neighborhood Finance Corporation,"1912 Sixth Avenue, Des Moines, Iowa, 50314--333","1912 6TH AVE, DES MOINES, IA, 50314",-93.62582,41.611435,65782203,L
Habitat for Humanity of Iowa,"5191 Maple Drive  Suite L, Pleasant Hill, Iowa, 50327--845","5191 MAPLE DR, PLEASANT HILL, IA, 50327",-93.51551,41.597908,65854521,R
Carter Federal Credit Union,"133 S. Main Street, Springhill, LA, 71075","133 S MAIN ST, SPRINGHILL, LA, 71075",-93.461235,33.00199,639712868,R
"Build Wealth, MN, Inc.","2100 Plymouth Avenue N Suite #104, Minneapolis, Minnesota, 55411--367","2100 PLYMOUTH AVE N, MINNEAPOLIS, MN, 55411",-93.30706,44.991505,43623572,R
Assemblies of God Credit Union,"1535 North Campbell Avenue, Springfield, Missouri, 65803--273","1535 N CAMPBELL AVE, SPRINGFIELD, MO, 65803",-93.29364,37.22701,76673664,L
CU Community Credit Union,"818 North Benton, Springfield, Missouri, 65802--370","818 N BENTON AVE, SPRINGFIELD, MO, 65802",-93.28764,37.216434,76675049,R
Educational Community Credit Union,"1221 E Grand, Springfield, Missouri, 65804--000","1221 E GRAND ST, SPRINGFIELD, MO, 65804",-93.27542,37.196484,605882321,L
"Community Reinvestment Fund, Inc","801 Nicollet Mall  Suite 1700W, Minneapolis, Minnesota, 55402--253","801 NICOLLET AVE, MINNEAPOLIS, MN, 55402",-93.27314,44.975792,43632325,L
Greater Metropolitan Housing Corporation,"15 South Fifth Street  Suite 710, Minneapolis, Minnesota, 55402--105","15 S 5TH ST, MINNEAPOLIS, MN, 55402",-93.27145,44.979176,43631852,R
Metropolitan Economic Development Association,"250 Second Ave. South, Suite 106, Minneapolis, Minnesota, 55401--216","250 2ND AVE S, MINNEAPOLIS, MN, 55401",-93.265724,44.980274,43631958,R
Metropolitan Consortium of Community Developers,"3137 Chicago Ave, Minneapolis, Minnesota, 55407--153","3137 CHICAGO AVE S, MINNEAPOLIS, MN, 55407",-93.26265,44.945847,640401226,L
First Children's Finance,"111 Third Avenue South Suite 220, Minneapolis, Minnesota, 55401","111 3RD AVE S, MINNEAPOLIS, MN, 55401",-93.26256,44.98181,43631977,L
Latino Economic Development Center,"1501 East Lake Street  Lower Level, Minneapolis, Minnesota, 55407--357","1501 E LAKE ST, MINNEAPOLIS, MN, 55407",-93.253685,44.948357,43634720,R
Twin Cities Community Land Bank LLC,"615 1st Ave NE  Suite 410, Minneapolis, Minnesota, 55413--267","615 1ST AVE NE, MINNEAPOLIS, MN, 55413",-93.252594,44.990555,43632980,L
African Development Center,"1931 South 5th Street, Minneapolis, Minnesota, 55454-1257","1931 S 5TH ST, MINNEAPOLIS, MN, 55454",-93.245224,44.9689,43637005,R
Nonprofits Assistance Fund,"2801 21st Avenue South, Suite 210, Minneapolis, Minnesota, 55407--122","2801 21ST AVE S, MINNEAPOLIS, MN, 55407",-93.242714,44.951817,645550129,R
Shared Capital Cooperative,"2600 E. Franklin Ave.  Suite 2, Minneapolis, Minnesota, 55406--117","2600 E FRANKLIN AVE, MINNEAPOLIS, MN, 55406",-93.23445,44.96276,43638419,L
"Habitat for Humanity of Minnesota, Inc.","2401 Lowry Ave. NE  #210, Minneapolis, Minnesota, 55418--220","2401 LOWRY AVE NE, MINNEAPOLIS, MN, 55418",-93.22534,45.01438,43862060,R
WomenVenture,"2021 East Hennepin Avenue  Suite 200, Minneapolis, Minnesota, 55413--272","2021 E HENNEPIN AVE, MINNEAPOLIS, MN, 55413",-93.22378,44.99148,43638042,L
"Neighborhood Development Center, Inc.","663 University Avenue, Suite 200, St. Paul, Minnesota, 55104--496","663 UNIVERSITY AVE, SAINT PAUL, MN, 55104",-93.128136,44.955723,640612889,R
HAP Economic & Community Development Corporation,"394 University Avenue W, St. Paul, Minnesota, 55103-0000","394 UNIVERSITY AVE W, SAINT PAUL, MN, 55103",-93.11686,44.95575,97644183,L
"Sunrise Banks, N.A.","200 University Avenue West, St Paul, Minnesota, 55103-2074","200 UNIVERSITY AVE W, SAINT PAUL, MN, 55103",-93.10848,44.955784,97644800,L
University Financial Corp.,"200 University Avenue West, Saint Paul, Minnesota, 55103-2074","200 UNIVERSITY AVE W, SAINT PAUL, MN, 55103",-93.10848,44.955784,97644800,L
Community Neighborhood Housing Services,"35 West Water Street, St Paul, Minnesota, 55107--204","35 W WATER ST, SAINT PAUL, MN, 55107",-93.10112,44.932396,97648547,R
Patterson Federal Credit Union,"124 WP Malone Dr, Arkadelphia, Arkansas, 71923","124 WP MALONE RD, ARKADELPHIA, AR, 71923",-93.09483,34.119038,10560138,R
Greater Minnesota Housing Fund,"332 Minnesota Street  Suite 1201 East, St. Paul, Minnesota, 55101--131","332 N MINNESOTA ST, SAINT PAUL, MN, 55101",-93.09134,44.94608,97648670,R
"Grant Bancshares, Inc.","814 Washington Street, Natchitoches, Louisiana, 71457","814 WASHINGTON ST, NATCHITOCHES, LA, 71457",-93.086044,31.76358,13349563,L
"Southern Bancorp, Inc.","605 Main Street  Suite 202, Arkadelphia, Arkansas, 71923--603","605 MAIN ST, ARKADELPHIA, AR, 71923",-93.05371,34.119568,10550667,L
Southern Bancorp Bank,"601 Main Street, Arkadelphia, Arkansas, 71923--603","601 MAIN ST, ARKADELPHIA, AR, 71923",-93.053665,34.119568,10550667,L
Bank of Montgomery,"1000 Caddo Street, Montgomery, Louisiana, 71454-0000","1000 CADDO ST, MONTGOMERY, LA, 71454",-92.89084,31.666265,13257001,L
Diamond Lakes Federal Credit Union,"7333 Highway 270, Malvern, Arkansas, 72104--207","7333 US HWY 270, MALVERN, AR, 72104",-92.821655,34.40924,610587614,L
RAINSource Capital,"419 Bush Street, Red Wing, Minnesota, 55066","419 BUSH ST, RED WING, MN, 55066",-92.53269,44.56436,31539026,R
"Northeast Entrepreneur Fund, Inc.","551 Hat Trick Avenue, Eveleth, Minnesota, 55734--863","551 HAT TRICK AVE, EVELETH, MN, 55734",-92.52462,47.466217,163172766,R
Dresser Alexandria FCU,"8034 Shreveport Hwy, Pineville, Louisiana, 71360","8034 SHREVEPORT HWY, PINEVILLE, LA, 71360",-92.47717,31.41776,636246139,L
Horizon Credit Union,"301 North Missouri Street, Macon, Missouri, 63552--174","301 N MISSOURI ST, MACON, MO, 63552",-92.46528,39.740086,24957652,L
Impact Finance,"12 Elton Hills Dr NW, Rochester, Minnesota, 55901","12 ELTON HILLS DR NW, ROCHESTER, MN, 55901",-92.46101,44.041424,30551583,L
Rapides Federal Credit Union,"612 Broadway Avenue, Alexandria, Louisiana, 71302","612 BROADWAY AVE, ALEXANDRIA, LA, 71302",-92.43484,31.300386,11783717,R
Community 1st Credit Union,"235 Richmond Ave., Ottumwa, Iowa, 52502","235 RICHMOND AVE, OTTUMWA, IA, 52501",-92.42497,41.005234,89628829,R
"FBT Bancshares, Inc.","200 W 4TH ST, FORDYCE, Arkansas, 71742--220","200 W 4TH ST, FORDYCE, AR, 71742",-92.414604,33.812935,2392372,L
Heart of Louisiana FCU,"303 Edgewood Dr, Pineville, Louisiana, 71360--544","303 EDGEWOOD DR, PINEVILLE, LA, 71360",-92.39939,31.337746,11809947,R
Veridian Credit Union,"1827 Ansborough Avenue  PO Box 6000, Waterloo, Iowa, 50701--362","1827 ANSBOROUGH AVE, WATERLOO, IA, 50701",-92.37686,42.485176,77251233,L
Southern Bancorp Capital Partners,"8924 Kanis Rd., Little Rock, Arkansas, 72205--641","8924 KANIS RD, LITTLE ROCK, AR, 72205",-92.37409,34.740475,633191809,R
People Trust,"5300 West 65th Street, Little Rock, Arkansas, 72209","5300 W 65TH ST, LITTLE ROCK, AR, 72209",-92.33546,34.69043,83560180,R
Legacy Bank & Trust Company,"10603 Highway 32, Plato, Missouri, 65552","10603 STATE HWY 32, PLATO, MO, 65552",-92.22014,37.503956,26440116,R
